Algorithm,Preprocessing,Split,SampleIndex,OriginalIndex,Features,ActualClass,PredictedClass,Correct,Confidence
KNN,raw,80-20,730,3778,12300;434.6470031738281;177.62545776367188;89.04188537597656;0.8652792572975159;12472;0.7852400541305542,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,731,3779,11944;434.92401123046875;182.87396240234375;83.63843536376953;0.8892838954925537;12090;0.6171972155570984,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,732,3780,12800;447.0249938964844;181.7690887451172;90.76634216308594;0.8664005398750305;12958;0.6102212071418762,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,733,3781,11605;425.697998046875;173.5166778564453;86.1351089477539;0.8680891990661621;11781;0.7984176278114319,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,734,3782,10780;410.8550109863281;162.427734375;86.18075561523438;0.8476354479789734;11047;0.6670792102813721,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,735,3783,12043;442.07000732421875;181.1095428466797;85.57943725585938;0.8813153505325317;12276;0.6001694202423096,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,736,3784,13626;469.3429870605469;191.38023376464844;92.17391967773438;0.876376211643219;13931;0.6072192788124084,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,737,3785,10185;397.9800109863281;163.8427276611328;79.58455657958984;0.8741047382354736;10335;0.6315104365348816,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,738,3786,12159;437.822998046875;177.58453369140625;88.5802993774414;0.8667134046554565;12377;0.6701388955116272,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,739,3787,9884;389.29400634765625;164.0706329345703;76.87023162841797;0.883453369140625;10021;0.7359642386436462,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,740,3788,12726;434.7720031738281;175.73175048828125;93.30850982666016;0.847389817237854;12896;0.8080000281333923,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,741,3789,12269;436.0119934082031;177.88475036621094;88.84811401367188;0.8663311004638672;12466;0.7458358407020569,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,742,3790,11140;414.364990234375;170.64981079101562;83.77877044677734;0.871193528175354;11280;0.6077468395233154,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,743,3791,10480;414.8089904785156;177.8561248779297;75.26310729980469;0.9060510396957397;10657;0.6303380131721497,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,744,3792,13121;456.7720031738281;181.99807739257812;93.46143341064453;0.8580717444419861;13490;0.627318799495697,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,745,3793,11661;418.0150146484375;168.95513916015625;88.93134307861328;0.850261390209198;11819;0.7892919778823853,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,746,3794,11957;437.4469909667969;176.08248901367188;87.90863800048828;0.8664597868919373;12314;0.6044383645057678,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,747,3795,12174;435.3680114746094;174.20001220703125;90.66159057617188;0.8538949489593506;12471;0.6638673543930054,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,748,3796,9405;389.7749938964844;162.36822509765625;74.43762969970703;0.8887204527854919;9594;0.6076366305351257,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,749,3797,11545;429.0979919433594;176.99929809570312;84.10533905029297;0.8798922300338745;11816;0.7058571577072144,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,750,3798,13537;467.5870056152344;199.57315063476562;86.72982788085938;0.9006348848342896;13745;0.7306239008903503,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,751,3799,11795;428.75;175.9600067138672;86.4206314086914;0.8710818290710449;12016;0.7381101250648499,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,752,3800,11611;431.27301025390625;178.51394653320312;84.11251831054688;0.8820361495018005;11775;0.6919134855270386,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,753,3801,10604;409.510986328125;172.30270385742188;78.91883087158203;0.8889396786689758;10755;0.5861802101135254,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,754,3802,12349;434.13800048828125;180.24192810058594;88.26457977294922;0.871890664100647;12526;0.6274898648262024,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,755,3803,11538;418.6610107421875;170.8509063720703;86.49839782714844;0.862369179725647;11741;0.7135435938835144,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,756,3804,12501;451.79901123046875;192.73880004882812;83.19506072998047;0.9020427465438843;12687;0.7188200950622559,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,757,3805,11441;415.8580017089844;170.4867706298828;85.756591796875;0.8642804622650146;11628;0.6810119152069092,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,758,3806,11625;421.3900146484375;167.7147979736328;89.46257019042969;0.8458499312400818;11904;0.6942785382270813,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,759,3807,12437;442.4989929199219;183.5729217529297;86.8019790649414;0.8811443448066711;12645;0.6267385482788086,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,760,3808,9882;392.2969970703125;161.19398498535156;78.21047973632812;0.874406099319458;10097;0.6590636372566223,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,761,3809,11434;404.7099914550781;161.0792694091797;90.86819458007812;0.8256921768188477;11591;0.8029494285583496,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,0,3048,10589;439.7080078125;191.7048797607422;71.42118072509766;0.9280089139938354;10817;0.5109534859657288,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,1,3049,11502;429.74200439453125;178.2637481689453;83.29379272460938;0.8841250538825989;11715;0.7736077308654785,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,2,3050,12415;438.9960021972656;181.10888671875;88.23397827148438;0.873297393321991;12586;0.6016185283660889,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,3,3051,14217;472.31500244140625;196.74447631835938;92.9037857055664;0.8814886212348938;14426;0.599873423576355,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,4,3052,10842;434.27301025390625;179.43487548828125;79.00735473632812;0.8978447318077087;11251;0.545784056186676,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,5,3053,12003;433.52099609375;178.55038452148438;86.43273162841797;0.8750235438346863;12171;0.7664750814437866,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,6,3054,11630;425.5169982910156;173.09642028808594;87.19287109375;0.8638644814491272;11766;0.7816910743713379,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,7,3055,12267;429.6940002441406;171.37063598632812;92.45801544189453;0.841972291469574;12520;0.7759013175964355,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,8,3056,10297;397.125;160.8275909423828;82.35851287841797;0.8589306473731995;10488;0.7847126722335815,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,9,3057,10821;418.00201416015625;176.5582275390625;79.08771514892578;0.8940629959106445;10986;0.5904081463813782,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,10,3058,11393;415.79998779296875;164.91043090820312;88.90424346923828;0.8422377705574036;11638;0.6955433487892151,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,11,3059,11901;436.1409912109375;174.57289123535156;88.44688415527344;0.8621534109115601;12172;0.5830965042114258,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,12,3060,11759;429.3380126953125;169.32891845703125;89.80245208740234;0.8477830290794373;12011;0.6704869270324707,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,13,3061,12573;444.96099853515625;180.3715057373047;89.74238586425781;0.8674399256706238;12827;0.6629230976104736,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,14,3062,12325;454.04901123046875;192.69505310058594;82.55290985107422;0.9035834074020386;12583;0.7860331535339355,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,15,3063,13443;459.7309875488281;188.01235961914062;92.69482421875;0.870015025138855;13707;0.7420102953910828,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,16,3064,12171;431.9490051269531;174.38002014160156;90.05057525634766;0.856344997882843;12366;0.618822455406189,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,17,3065,13580;460.54901123046875;192.75961303710938;90.22404479980469;0.8836939930915833;13753;0.794152021408081,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,18,3066,11681;422.04901123046875;174.08575439453125;85.92031860351562;0.869716465473175;11832;0.6090198159217834,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,19,3067,12110;421.9549865722656;164.96595764160156;94.69145965576172;0.8188510537147522;12319;0.6610983610153198,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,20,3068,12666;453.677001953125;191.36474609375;85.13594818115234;0.8955860137939453;12866;0.6701587438583374,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,21,3069,11623;427.4700012207031;178.89151000976562;83.5600814819336;0.8842049241065979;11798;0.6262392401695251,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,22,3070,10727;406.4530029296875;168.96371459960938;81.32386779785156;0.8765506148338318;10868;0.7977837324142456,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,23,3071,13683;461.5679931640625;189.24533081054688;93.11316680908203;0.870581865310669;13944;0.6265109777450562,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,24,3072,14142;470.7130126953125;180.69857788085938;101.76226043701172;0.8263476490974426;14709;0.7027429938316345,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,25,3073,12808;466.92401123046875;197.17466735839844;83.79329681396484;0.9052074551582336;13186;0.5437256097793579,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,26,3074,13923;462.70001220703125;189.5257110595703;94.52521514892578;0.8667480945587158;14186;0.7299465537071228,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,27,3075,11488;416.37799072265625;170.40480041503906;86.13888549804688;0.8628291487693787;11663;0.7532126903533936,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,28,3076,13347;461.87200927734375;193.52735900878906;88.68710327148438;0.8888148069381714;13536;0.777027428150177,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,29,3077,9741;430.55999755859375;180.0662841796875;71.17449188232422;0.9185657501220703;10204;0.7645996809005737,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,30,3078,12708;437.4540100097656;174.35812377929688;93.84774780273438;0.8427870869636536;12893;0.6434430480003357,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,31,3079,12448;443.968994140625;187.10293579101562;85.64952850341797;0.8890722393989563;12621;0.6258421540260315,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,32,3080,10719;418.6700134277344;175.00836181640625;78.8310775756836;0.892805814743042;10983;0.636898398399353,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,33,3081,11353;418.7560119628906;169.48007202148438;86.20268249511719;0.8609851002693176;11510;0.6229696869850159,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,34,3082,12382;453.6029968261719;190.1286163330078;83.85016632080078;0.8974981904029846;12605;0.6383132338523865,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,35,3083,12657;455.1820068359375;189.77093505859375;85.68873596191406;0.8922520279884338;12926;0.7675560712814331,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,36,3084,11232;427.42999267578125;180.43719482421875;80.56560516357422;0.894782543182373;11424;0.5987845063209534,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,37,3085,11206;427.1390075683594;171.67591857910156;84.98906707763672;0.8688614964485168;11588;0.6087570786476135,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,38,3086,12278;453.6929931640625;184.05015563964844;86.66008758544922;0.8822130560874939;12601;0.6298348307609558,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,39,3087,12547;434.93701171875;174.37940979003906;92.45401763916016;0.8478795886039734;12856;0.779316782951355,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,40,3088,10910;445.27398681640625;190.248046875;73.87875366210938;0.9215209484100342;11229;0.6278775334358215,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,41,3089,10213;430.04400634765625;187.31439208984375;69.94136047363281;0.9276743531227112;10392;0.5634447932243347,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,42,3090,12557;443.010009765625;177.72877502441406;91.59944152832031;0.856956422328949;12896;0.639293372631073,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,43,3091,12193;436.2850036621094;182.62728881835938;85.25560760498047;0.8843479156494141;12336;0.6830812096595764,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,44,3092,10577;402.1700134277344;162.5910186767578;83.96336364746094;0.8563424348831177;10771;0.7607163190841675,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,45,3093,12095;444.03399658203125;186.0676727294922;83.80880737304688;0.8928162455558777;12290;0.6999421119689941,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,46,3094,11879;446.14300537109375;187.9102325439453;81.5909194946289;0.9008157253265381;12095;0.6526923179626465,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,47,3095,12784;448.34698486328125;186.11672973632812;88.22885131835938;0.8804972767829895;12937;0.6047303676605225,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,48,3096,13172;450.2900085449219;178.6181182861328;95.82071685791016;0.8439284563064575;13499;0.6363285183906555,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,49,3097,12532;454.0669860839844;186.8625946044922;87.04252624511719;0.8848845958709717;12888;0.6307312846183777,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,50,3098,11962;429.1809997558594;175.88784790039062;87.96854400634766;0.8659445643424988;12152;0.785681426525116,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,51,3099,12890;462.802001953125;190.34347534179688;87.71855926513672;0.8874813914299011;13227;0.5856961011886597,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,52,3100,13328;462.2560119628906;187.22998046875;91.63737487792969;0.8720383644104004;13606;0.6098375916481018,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,53,3101,11811;427.7510070800781;170.10205078125;89.35462951660156;0.8509169816970825;12066;0.6454098224639893,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,54,3102,13426;460.22698974609375;187.6688995361328;91.77645111083984;0.8722648024559021;13666;0.6526980996131897,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,55,3103,11511;438.9729919433594;182.59437561035156;81.35918426513672;0.8952454924583435;11806;0.6569080352783203,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,56,3104,11810;444.35198974609375;187.80738830566406;80.46891021728516;0.9035583734512329;11977;0.5730783939361572,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,57,3105,12974;460.3039855957031;192.93104553222656;86.72413635253906;0.8932760953903198;13232;0.5959303379058838,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,58,3106,12726;455.34600830078125;188.7777862548828;86.93991088867188;0.8876383900642395;13010;0.768478274345398,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,59,3107,11644;444.6310119628906;186.58460998535156;80.90866088867188;0.9010910987854004;11850;0.606964111328125,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,60,3108,12317;442.80999755859375;179.3353271484375;88.76384735107422;0.8689156770706177;12589;0.6606060862541199,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,61,3109,11711;423.93701171875;175.1188201904297;85.90812683105469;0.8714014887809753;11866;0.810562014579773,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,62,3110,12604;452.7250061035156;182.71681213378906;89.78499603271484;0.8709403276443481;12945;0.7370760440826416,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,63,3111,11929;439.89599609375;177.00547790527344;87.95028686523438;0.8678199052810669;12262;0.5917162895202637,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,64,3112,10911;424.5570068359375;173.75375366210938;81.3233871459961;0.8837082386016846;11135;0.6494643092155457,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,65,3113,11585;428.37298583984375;171.56198120117188;87.44052124023438;0.8603681921958923;11939;0.6089035868644714,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,66,3114,11492;419.2969970703125;165.42955017089844;89.53146362304688;0.8408900499343872;11747;0.7873389720916748,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,67,3115,12434;450.4960021972656;176.91012573242188;91.67809295654297;0.8552482724189758;12847;0.6123916506767273,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,68,3116,12503;446.3110046386719;177.33737182617188;91.15876770019531;0.8577653169631958;12777;0.6293667554855347,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,69,3117,11665;430.44000244140625;172.60128784179688;87.7052230834961;0.861275851726532;11972;0.610221803188324,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,70,3118,11183;414.3489990234375;170.64938354492188;83.88195037841797;0.8708518743515015;11321;0.6169931292533875,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,71,3119,11850;440.864990234375;178.6224365234375;86.1668701171875;0.8759528994560242;12201;0.783730149269104,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,72,3120,13410;464.7760009765625;186.42898559570312;93.2944564819336;0.8657776117324829;13894;0.716690719127655,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,73,3121,11031;421.2909851074219;172.6673583984375;82.59618377685547;0.878166913986206;11298;0.7287923097610474,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,74,3122,11757;441.24200439453125;182.59585571289062;82.91639709472656;0.8909518122673035;11967;0.6017196178436279,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,75,3123,11199;421.0429992675781;170.6911163330078;85.02394104003906;0.8671104907989502;11405;0.8033716082572937,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,76,3124,10326;427.7250061035156;174.47438049316406;77.73373413085938;0.8952665328979492;10691;0.6070546507835388,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,77,3125,12831;446.6310119628906;181.8717803955078;90.23387145996094;0.8682425022125244;13061;0.6699561476707458,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,78,3126,12085;431.2080078125;168.88475036621094;92.54956817626953;0.8364755511283875;12279;0.7025754451751709,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,79,3127,13012;466.1189880371094;196.22711181640625;85.11974334716797;0.901017963886261;13242;0.581932008266449,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,80,3128,9236;394.34100341796875;160.92889404296875;74.24967956542969;0.8872016668319702;9465;0.5773943662643433,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,81,3129,11679;417.82501220703125;170.5679931640625;87.63663482666016;0.8579142093658447;11853;0.7943276762962341,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,82,3130,11145;421.2430114746094;170.03070068359375;84.5774917602539;0.8675071001052856;11376;0.636130154132843,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,83,3131,14414;476.3210144042969;194.85975646972656;94.98594665527344;0.8731464147567749;14664;0.6638725399971008,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,84,3132,12876;448.4419860839844;179.54049682617188;92.54550170898438;0.8569151163101196;13229;0.7047619223594666,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,85,3133,11840;432.3840026855469;175.83688354492188;86.64778137207031;0.8701575398445129;12032;0.6257597208023071,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,86,3134,10457;402.06298828125;157.96170043945312;85.70410919189453;0.8400153517723083;10719;0.6770914196968079,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,87,3135,11243;419.0270080566406;168.205078125;86.01402282714844;0.8593642115592957;11421;0.6376474499702454,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,88,3136,11080;424.7690124511719;175.1816864013672;81.33550262451172;0.8856820464134216;11337;0.5829124450683594,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,89,3137,12908;462.2099914550781;185.85093688964844;89.38809967041016;0.8767389059066772;13199;0.7277032136917114,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,90,3138,12308;436.6400146484375;174.93844604492188;90.61617279052734;0.8553873300552368;12544;0.6865238547325134,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,91,3139,11831;428.70098876953125;167.41664123535156;92.25314331054688;0.8344793319702148;12116;0.7732679843902588,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,92,3140,12025;447.22698974609375;184.91464233398438;84.1479721069336;0.8904588222503662;12373;0.6470271944999695,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,93,3141,12758;451.3699951171875;180.73944091796875;91.56465148925781;0.8621745705604553;13170;0.6490638852119446,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,94,3142,10702;409.2659912109375;160.7001495361328;85.87031555175781;0.8452625274658203;10990;0.6860256195068359,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,95,3143,11732;441.12298583984375;176.48348999023438;86.19246673583984;0.8726264238357544;12076;0.6374701261520386,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,96,3144,11898;420.77899169921875;166.07846069335938;92.47577667236328;0.830633282661438;12133;0.7624967694282532,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,97,3145,10187;404.9679870605469;160.2264404296875;82.3290023803711;0.8578925728797913;10489;0.6162734627723694,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,98,3146,12205;438.3559875488281;174.43572998046875;90.32647705078125;0.8554890155792236;12491;0.6184757351875305,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,99,3147,14186;490.7139892578125;198.1422119140625;92.53504943847656;0.884250283241272;14721;0.5936806797981262,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,100,3148,10497;417.5060119628906;169.24020385742188;80.1222915649414;0.8808349370956421;10753;0.581615686416626,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,101,3149,11884;434.8399963378906;172.12608337402344;89.20809173583984;0.8552159667015076;12184;0.6295825242996216,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,102,3150,10952;421.1050109863281;176.87213134765625;79.6222915649414;0.8929435610771179;11105;0.5810079574584961,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,103,3151,12792;443.72698974609375;179.13026428222656;92.19039154052734;0.8573970198631287;13044;0.7941888570785522,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,104,3152,12512;454.510009765625;186.95083618164062;86.5754165649414;0.8863102793693542;12817;0.5713242292404175,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,105,3153,11814;424.5320129394531;172.85595703125;87.35523986816406;0.8629060387611389;11970;0.7381443381309509,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,106,3154,12376;455.7330017089844;188.8243408203125;85.17462921142578;0.892484188079834;12702;0.5639553666114807,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,107,3155,10917;420.9110107421875;176.4309539794922;80.17512512207031;0.8907835483551025;11128;0.659079909324646,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,108,3156,12293;445.68701171875;181.87916564941406;87.02767944335938;0.8780920505523682;12524;0.7763673067092896,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,109,3157,11191;431.0570068359375;184.31167602539062;78.07806396484375;0.9058400988578796;11358;0.7858848571777344,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,110,3158,12364;442.8550109863281;175.35739135742188;91.60602569580078;0.8527029156684875;12679;0.6178910732269287,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,111,3159,10651;411.00299072265625;167.1800994873047;82.50652313232422;0.8697351217269897;10893;0.6750538945198059,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,112,3160,11515;425.4989929199219;177.835205078125;83.02623748779297;0.8843250274658203;11672;0.8077300786972046,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,113,3161,12670;462.91400146484375;190.20509338378906;86.2152328491211;0.8913706541061401;13047;0.7132000923156738,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,114,3162,13166;465.9670104980469;195.90541076660156;86.00589752197266;0.8984785079956055;13383;0.6580039262771606,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,115,3163,11501;428.50299072265625;180.48878479003906;81.40830993652344;0.892501950263977;11676;0.6765294075012207,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,116,3164,11303;423.9549865722656;173.8369598388672;83.3764877319336;0.877473771572113;11527;0.6196820139884949,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,117,3165,11508;429.2040100097656;178.3140106201172;83.02278137207031;0.8849959373474121;11772;0.788435161113739,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,118,3166,12502;431.31298828125;172.89813232421875;92.5653305053711;0.8446145057678223;12679;0.8081448078155518,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,119,3167,10296;415.7510070800781;172.33287048339844;77.06074523925781;0.8944528698921204;10514;0.6108935475349426,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,120,3168,11299;429.4389953613281;174.44161987304688;84.42338562011719;0.8750881552696228;11663;0.6133760213851929,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,121,3169,10231;404.364013671875;159.63926696777344;82.99382781982422;0.8542371392250061;10640;0.6299876570701599,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,122,3170,11097;436.1449890136719;182.74285888671875;78.44047546386719;0.9031906127929688;11472;0.6288677453994751,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,123,3171,9127;381.8789978027344;160.80465698242188;72.84465789794922;0.8915100693702698;9260;0.589561402797699,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,124,3172,11014;413.44000244140625;165.74520874023438;86.5546646118164;0.8528137803077698;11182;0.5826280117034912,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,125,3173,12709;446.2049865722656;180.19741821289062;90.73625946044922;0.863973081111908;12958;0.6262441873550415,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,126,3174,13154;451.56201171875;179.95359802246094;94.31381225585938;0.8516562581062317;13428;0.6502224206924438,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,127,3175,14104;467.8009948730469;189.49490356445312;95.64701080322266;0.8632672429084778;14409;0.7896976470947266,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,128,3176,12906;449.7909851074219;180.67588806152344;92.46822357177734;0.8591101765632629;13278;0.6359201669692993,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,129,3177,10533;411.01300048828125;168.51832580566406;80.8294448852539;0.8774611353874207;10834;0.6369738578796387,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,130,3178,12416;441.9280090332031;175.2147216796875;91.56061553955078;0.8526011109352112;12738;0.629167914390564,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,131,3179,9802;412.3689880371094;176.1655731201172;71.48280334472656;0.9139750003814697;9991;0.5669500827789307,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,132,3180,13003;478.5870056152344;197.88121032714844;85.5315933227539;0.9017599821090698;13402;0.5888506770133972,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,133,3181,10148;408.2279968261719;168.72535705566406;77.14332580566406;0.8893575668334961;10409;0.5832518935203552,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,134,3182,10085;404.67999267578125;168.40106201171875;77.30437469482422;0.8884108662605286;10342;0.5717120170593262,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,135,3183,10462;415.77398681640625;169.77206420898438;80.69159698486328;0.8798272013664246;10789;0.7458472847938538,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,136,3184,11459;435.4530029296875;175.3064422607422;85.23181915283203;0.8738544583320618;11833;0.5838980674743652,Osmancik,Osmancik,1,1.0000
